step;score;epsilon
118;660.0;0.8495500000012415
119;396.0;0.8483860000012511
120;308.0;0.8469580000012629
121;308.0;0.8458600000012719
122;660.0;0.8440780000012866
123;352.0;0.8425480000012993
124;528.0;0.8408140000013136
125;308.0;0.8399380000013208
126;484.0;0.8380360000013365
127;176.0;0.8368060000013466
128;660.0;0.8352400000013596
129;396.0;0.8341060000013689
130;528.0;0.8323300000013836
131;528.0;0.8305000000013987
132;528.0;0.8290660000014105
133;220.0;0.828154000001418
134;484.0;0.8264740000014319
135;308.0;0.8250880000014433
136;264.0;0.8240980000014515
137;220.0;0.8231080000014597
138;308.0;0.8220220000014686
139;440.0;0.8208580000014782
140;396.0;0.8197420000014874
141;572.0;0.8184220000014983
142;396.0;0.8171020000015092
143;352.0;0.8159920000015184
144;396.0;0.8146360000015296
145;440.0;0.8131960000015415
146;264.0;0.8117680000015532
147;396.0;0.8099920000015679
148;440.0;0.8087200000015784
149;352.0;0.8074660000015887
150;484.0;0.8060680000016003
151;440.0;0.8041060000016165
152;484.0;0.8025700000016291
153;308.0;0.8016340000016369
154;132.0;0.8008300000016435
155;264.0;0.7997560000016524
156;264.0;0.7982740000016646
157;616.0;0.7964860000016794
158;264.0;0.795562000001687
159;572.0;0.7937500000017019
160;132.0;0.7927360000017103
161;396.0;0.7912900000017222
162;308.0;0.7903120000017303
163;396.0;0.7891060000017402
164;220.0;0.7881580000017481
165;572.0;0.7864540000017621
166;528.0;0.785134000001773
167;264.0;0.784042000001782
168;352.0;0.782476000001795
169;440.0;0.7811140000018062
170;484.0;0.7799020000018162
171;220.0;0.7789840000018238
172;308.0;0.7779400000018324
173;440.0;0.7764040000018451
174;176.0;0.7752640000018545
175;440.0;0.7740220000018647
176;176.0;0.7727860000018749
177;528.0;0.7714900000018856
178;396.0;0.7703140000018953
179;440.0;0.7689100000019069
180;440.0;0.7676320000019174
181;352.0;0.766354000001928
182;484.0;0.7651120000019382
183;616.0;0.7632160000019539
184;396.0;0.7614880000019681
185;220.0;0.7606180000019753
186;484.0;0.7587760000019905
187;396.0;0.7574440000020015
188;528.0;0.7562140000020117
189;572.0;0.7543780000020268
190;220.0;0.7534540000020344
191;264.0;0.7524520000020427
192;396.0;0.7509880000020548
193;264.0;0.7496980000020654
194;396.0;0.7480780000020788
195;396.0;0.7469560000020881
196;616.0;0.7451080000021033
197;352.0;0.744058000002112
198;396.0;0.7428880000021216
199;396.0;0.7415860000021324
200;176.0;0.7406800000021398
201;264.0;0.7397320000021477
202;572.0;0.73823200000216
203;396.0;0.7370740000021696
204;660.0;0.735082000002186
205;616.0;0.7333480000022004
206;396.0;0.7320100000022114
207;264.0;0.7307860000022215
208;220.0;0.72976000000223
209;264.0;0.7288420000022375
210;264.0;0.7277440000022466
211;352.0;0.72611800000226
212;440.0;0.7249600000022696
213;176.0;0.7238320000022789
214;660.0;0.7218040000022956
215;264.0;0.720904000002303
216;220.0;0.7200040000023105
217;396.0;0.7186360000023218
218;352.0;0.7172140000023335
219;308.0;0.7159240000023441
220;616.0;0.7142740000023577
221;308.0;0.7134040000023649
222;352.0;0.711946000002377
223;572.0;0.7105360000023886
224;220.0;0.7095100000023971
225;1188.0;0.7063060000024235
226;708.0;0.704182000002441
227;852.0;0.7019560000024594
228;352.0;0.7005880000024707
229;660.0;0.6982600000024899
230;396.0;0.6970720000024997
231;528.0;0.695698000002511
232;616.0;0.6939220000025257
233;396.0;0.692794000002535
234;308.0;0.6915640000025451
235;616.0;0.6887860000025681
236;308.0;0.6875980000025779
237;616.0;0.6859120000025918
238;440.0;0.6844420000026039
239;484.0;0.6829540000026162
240;308.0;0.681760000002626
241;572.0;0.68006800000264
242;616.0;0.677284000002663
243;352.0;0.676306000002671
244;132.0;0.6753700000026788
245;572.0;0.6731500000026971
246;528.0;0.6715000000027107
247;220.0;0.6706540000027177
248;440.0;0.6695980000027264
249;440.0;0.6683020000027371
250;308.0;0.6670240000027476
251;660.0;0.664924000002765
252;396.0;0.6633640000027778
253;308.0;0.6624880000027851
254;176.0;0.6616300000027922
255;308.0;0.660430000002802
256;708.0;0.6584320000028185
257;616.0;0.6570880000028296
258;308.0;0.655714000002841
259;264.0;0.6542320000028532
260;616.0;0.6513400000028771
261;616.0;0.6495160000028921
262;616.0;0.646858000002914
263;572.0;0.645532000002925
264;308.0;0.6441760000029362
265;352.0;0.6432820000029436
266;484.0;0.6419980000029542
267;660.0;0.6392980000029764
268;352.0;0.6377920000029889
269;616.0;0.6356020000030069
270;660.0;0.6334900000030244
271;352.0;0.6324520000030329
272;484.0;0.6310360000030446
273;220.0;0.6297880000030549
274;660.0;0.6273880000030747
275;616.0;0.6248980000030953
276;660.0;0.6229180000031116
277;660.0;0.620206000003134
278;396.0;0.6188560000031451
279;484.0;0.6169180000031611
280;220.0;0.6159400000031692
281;176.0;0.6149740000031771
282;528.0;0.6134560000031897
283;900.0;0.6111400000032088
284;440.0;0.6097120000032206
285;660.0;0.607840000003236
286;396.0;0.6068320000032443
287;572.0;0.6045580000032631
288;660.0;0.602392000003281
289;484.0;0.6009460000032929
290;308.0;0.5997460000033028
291;660.0;0.5981140000033163
292;264.0;0.5969740000033257
293;308.0;0.5960560000033333
294;572.0;0.5942380000033483
295;660.0;0.5913040000033725
296;396.0;0.5899360000033838
297;616.0;0.588082000003399
298;616.0;0.5864920000034122
299;572.0;0.5844400000034291
300;616.0;0.5824960000034451
301;396.0;0.5811160000034565
302;660.0;0.5785780000034775
303;132.0;0.5776300000034853
304;484.0;0.5759440000034992
305;660.0;0.5735080000035193
306;660.0;0.5709100000035408
307;616.0;0.5691340000035554
308;220.0;0.5681620000035634
309;528.0;0.5665480000035767
310;572.0;0.5647900000035913
311;660.0;0.5626780000036087
312;484.0;0.5613340000036198
313;616.0;0.5592100000036373
314;440.0;0.5574940000036515
315;220.0;0.5566060000036588
316;264.0;0.5555980000036671
317;264.0;0.5546620000036748
318;852.0;0.5523580000036938
319;132.0;0.5513200000037024
320;396.0;0.5499880000037134
321;176.0;0.5490820000037209
322;528.0;0.5474620000037342
323;484.0;0.5459620000037466
324;484.0;0.5443660000037598
325;708.0;0.54191800000378
326;616.0;0.5391100000038032
327;660.0;0.5362120000038271
328;572.0;0.5343100000038428
329;528.0;0.5329600000038539
330;572.0;0.5316040000038651
331;264.0;0.5304340000038748
332;440.0;0.5290120000038865
333;484.0;0.5273440000039002
334;900.0;0.5242420000039258
335;616.0;0.5213500000039497
336;528.0;0.5199580000039612
337;948.0;0.5163160000039912
338;528.0;0.5147560000040041
339;176.0;0.5136580000040132
340;616.0;0.5113540000040322
341;616.0;0.5092720000040494
342;660.0;0.5063020000040739
343;528.0;0.5047720000040865
344;616.0;0.5021920000041078
345;852.0;0.49950400000412537
346;264.0;0.49809400000412396
347;352.0;0.4965520000041224
348;220.0;0.4953280000041212
349;572.0;0.49388200000411975
350;484.0;0.4918180000041177
351;484.0;0.49030600000411617
352;440.0;0.48886600000411473
353;440.0;0.48767800000411354
354;660.0;0.4847260000041106
355;572.0;0.48319600000410906
356;660.0;0.4800460000041059
357;220.0;0.47897800000410484
358;484.0;0.4773520000041032
359;572.0;0.4757260000041016
360;660.0;0.4729360000040988
361;484.0;0.47140600000409727
362;264.0;0.4704340000040963
363;900.0;0.4677340000040936
364;528.0;0.4662100000040921
365;572.0;0.4646440000040905
366;660.0;0.46190800000408777
367;396.0;0.4607440000040866
368;484.0;0.4590220000040849
369;852.0;0.4564300000040823
370;660.0;0.45367000000407953
371;528.0;0.45229000000407815
372;528.0;0.45059800000407646
373;484.0;0.449140000004075
374;572.0;0.44767000000407353
375;572.0;0.4462180000040721
376;484.0;0.44448400000407035
377;660.0;0.44250400000406837
378;528.0;0.4407520000040666
379;396.0;0.4392280000040651
380;616.0;0.4364260000040623
381;264.0;0.4353460000040612
382;528.0;0.43387600000405974
383;572.0;0.4320220000040579
384;396.0;0.4308520000040567
385;484.0;0.42931000000405517
386;264.0;0.42830200000405416
387;220.0;0.42731200000405317
388;616.0;0.4253440000040512
389;660.0;0.4226140000040485
390;572.0;0.42080200000404666
391;440.0;0.41937400000404523
392;572.0;0.4177180000040436
393;660.0;0.41498800000404085
394;484.0;0.4136260000040395
395;660.0;0.41089600000403675
396;528.0;0.40880800000403467
397;396.0;0.4070380000040329
398;572.0;0.40418200000403004
399;440.0;0.4026280000040285
400;660.0;0.39957400000402543
401;220.0;0.3984640000040243
402;660.0;0.3965620000040224
403;88.0;0.39540400000402126
404;572.0;0.39338800000401924
405;440.0;0.392134000004018
406;660.0;0.3892420000040151
407;660.0;0.38617600000401203
408;528.0;0.3844480000040103
409;440.0;0.3827320000040086
410;572.0;0.38069800000400655
411;616.0;0.37800400000400386
412;660.0;0.37519000000400105
413;616.0;0.37239400000399825
414;572.0;0.3709420000039968
415;660.0;0.368158000003994
416;616.0;0.3654460000039913
417;708.0;0.36188200000398774
418;660.0;0.3589420000039848
419;616.0;0.3567220000039826
420;660.0;0.3546400000039805
421;176.0;0.3536440000039795
422;352.0;0.3524260000039783
423;484.0;0.3507340000039766
424;708.0;0.34840600000397426
425;264.0;0.3472420000039731
426;660.0;0.34438600000397024
427;572.0;0.34228000000396813
428;756.0;0.33920200000396505
429;708.0;0.3360760000039619
430;660.0;0.33328000000395913
431;708.0;0.33040600000395626
432;616.0;0.32777800000395363
433;660.0;0.3249700000039508
434;528.0;0.32320000000394905
435;572.0;0.32158600000394744
436;900.0;0.3184540000039443
437;660.0;0.31562200000394147
438;660.0;0.3128320000039387
439;616.0;0.3106660000039365
440;804.0;0.30811000000393396
441;572.0;0.3060700000039319
442;528.0;0.30431800000393017
443;484.0;0.30290200000392875
444;616.0;0.3002440000039261
445;660.0;0.2973340000039232
446;660.0;0.295150000003921
447;572.0;0.29282200000391867
448;220.0;0.29188000000391773
449;708.0;0.2887300000039146
450;804.0;0.2855560000039114
451;572.0;0.2836300000039095
452;528.0;0.28220200000390805
453;484.0;0.2807320000039066
454;616.0;0.27799600000390384
455;616.0;0.27518800000390103
456;660.0;0.2724520000038983
457;264.0;0.2715460000038974
458;484.0;0.26971600000389556
459;528.0;0.2682700000038941
460;484.0;0.26620000000389205
461;220.0;0.265180000003891
462;308.0;0.26422600000389007
463;660.0;0.2613820000038872
464;660.0;0.2585800000038844
465;804.0;0.25529200000388114
466;660.0;0.2524720000038783
467;1380.0;0.24878800000387463
468;264.0;0.24778600000387363
469;440.0;0.24609400000387194
470;528.0;0.2445580000038704
471;616.0;0.24178600000386763
472;616.0;0.23897800000386482
473;660.0;0.2358520000038617
474;660.0;0.2338600000038597
475;616.0;0.23187400000385772
476;440.0;0.23008600000385593
477;572.0;0.22872400000385457
478;660.0;0.22699600000385284
479;660.0;0.22493200000385077
480;572.0;0.22317400000384902
481;660.0;0.22108000000384692
482;660.0;0.21868600000384453
483;852.0;0.21624400000384209
484;660.0;0.21429400000384013
485;708.0;0.2119660000038378
486;572.0;0.21062200000383646
487;572.0;0.20902600000383487
488;396.0;0.20774200000383358
489;484.0;0.2059660000038318
490;660.0;0.20379400000382963
491;660.0;0.20194600000382779
492;660.0;0.1994680000038253
493;616.0;0.1966720000038225
494;132.0;0.1954540000038213
495;1140.0;0.19148200000381732
496;572.0;0.18941200000381525
497;660.0;0.18649000000381233
498;572.0;0.18398800000380983
499;352.0;0.18284200000380868
500;996.0;0.17908600000380492
501;1332.0;0.17443000000380027
502;352.0;0.17351800000379936
503;900.0;0.16984600000379568
504;660.0;0.16708000000379292
505;572.0;0.16538800000379122
506;572.0;0.16262200000378846
507;572.0;0.1609600000037868
508;572.0;0.15870400000378454
509;528.0;0.1569760000037828
510;572.0;0.15511000000378095
511;660.0;0.15304000000377888
512;660.0;0.15049000000377633
513;660.0;0.14783200000377367
514;1044.0;0.14371600000376955
515;852.0;0.14005000000376588
516;660.0;0.13811800000376395
517;708.0;0.13611400000376195
518;708.0;0.13298200000375882
519;616.0;0.13028200000375612
520;660.0;0.12713800000375297
521;660.0;0.12437800000375021
522;1236.0;0.12043600000374627
523;708.0;0.11802400000374386
524;660.0;0.11495200000374078
525;264.0;0.11368000000373951
526;660.0;0.11080600000373664
527;660.0;0.1079680000037338
528;396.0;0.1066660000037325
529;572.0;0.10502200000373085
530;756.0;0.10139200000372722
531;660.0;0.09731800000372315
532;616.0;0.09408400000371991
533;660.0;0.0907720000037166
534;948.0;0.08693200000371276
535;572.0;0.08408800000370992
536;756.0;0.08061400000370644
537;660.0;0.08
538;308.0;0.08
539;660.0;0.08
540;660.0;0.08
541;660.0;0.08
542;660.0;0.08
543;756.0;0.08
544;616.0;0.08
545;756.0;0.08
546;660.0;0.08
547;660.0;0.08
548;660.0;0.08
549;756.0;0.08
550;660.0;0.08
551;616.0;0.08
552;396.0;0.08
553;528.0;0.08
554;660.0;0.08
555;572.0;0.08
556;756.0;0.08
557;1044.0;0.08
558;1044.0;0.08
559;852.0;0.08
560;660.0;0.08
561;756.0;0.08
562;660.0;0.08
563;660.0;0.08
564;660.0;0.08
565;852.0;0.08
566;660.0;0.08
567;572.0;0.08
568;660.0;0.08
569;708.0;0.08
570;660.0;0.08
571;804.0;0.08
572;660.0;0.08
573;660.0;0.08
574;660.0;0.08
575;852.0;0.08
576;572.0;0.08
577;660.0;0.08
578;396.0;0.08
579;660.0;0.08
580;660.0;0.08
581;708.0;0.08
582;852.0;0.08
583;572.0;0.08
584;660.0;0.08
585;708.0;0.08
586;572.0;0.08
587;264.0;0.08
588;708.0;0.08
589;660.0;0.08
590;660.0;0.08
591;484.0;0.08
592;708.0;0.08
593;1092.0;0.08
594;1044.0;0.08
595;660.0;0.08
596;616.0;0.08
597;396.0;0.08
598;660.0;0.08
599;660.0;0.08
600;804.0;0.08
601;660.0;0.08
602;660.0;0.08
603;756.0;0.08
604;572.0;0.08
605;660.0;0.08
606;660.0;0.08
607;756.0;0.08
608;708.0;0.08
609;852.0;0.08
610;660.0;0.08
611;660.0;0.08
612;440.0;0.08
613;616.0;0.08
614;660.0;0.08
615;804.0;0.08
616;572.0;0.08
617;616.0;0.08
618;852.0;0.08
619;616.0;0.08
620;660.0;0.08
621;660.0;0.08
622;616.0;0.08
623;572.0;0.08
624;616.0;0.08
625;660.0;0.08
626;572.0;0.08
627;572.0;0.08
628;756.0;0.08
629;660.0;0.08
630;660.0;0.08
631;852.0;0.08
632;804.0;0.08
633;660.0;0.08
634;572.0;0.08
635;572.0;0.08
636;616.0;0.08
637;616.0;0.08
638;572.0;0.08
639;660.0;0.08
640;660.0;0.08
641;660.0;0.08
642;572.0;0.08
643;616.0;0.08
644;708.0;0.08
645;616.0;0.08
646;616.0;0.08
647;572.0;0.08
648;804.0;0.08
649;572.0;0.08
650;616.0;0.08
651;572.0;0.08
652;660.0;0.08
653;572.0;0.08
654;616.0;0.08
655;572.0;0.08
656;616.0;0.08
657;572.0;0.08
658;616.0;0.08
659;1188.0;0.08
660;660.0;0.08
661;660.0;0.08
662;616.0;0.08
663;572.0;0.08
664;484.0;0.08
665;660.0;0.08
666;660.0;0.08
667;708.0;0.08
668;484.0;0.08
669;572.0;0.08
670;264.0;0.08
671;660.0;0.08
672;660.0;0.08
673;396.0;0.08
674;616.0;0.08
675;616.0;0.08
676;572.0;0.08
677;572.0;0.08
678;572.0;0.08
679;616.0;0.08
680;616.0;0.08
681;660.0;0.08
682;616.0;0.08
683;660.0;0.08
684;708.0;0.08
685;660.0;0.08
686;572.0;0.08
687;660.0;0.08
688;900.0;0.08
689;572.0;0.08
690;616.0;0.08
691;572.0;0.08
692;616.0;0.08
693;572.0;0.08
694;660.0;0.08
695;484.0;0.08
696;1092.0;0.08
697;660.0;0.08
698;804.0;0.08
699;660.0;0.08
700;660.0;0.08
701;660.0;0.08
702;572.0;0.08
703;484.0;0.08
704;756.0;0.08
705;660.0;0.08
706;660.0;0.08
707;484.0;0.08
708;528.0;0.08
709;804.0;0.08
710;660.0;0.08
711;852.0;0.08
712;1332.0;0.08
713;616.0;0.08
714;708.0;0.08
715;708.0;0.08
716;660.0;0.08
717;708.0;0.08
718;660.0;0.08
719;660.0;0.08
720;660.0;0.08
721;804.0;0.08
722;660.0;0.08
723;660.0;0.08
724;660.0;0.08
725;572.0;0.08
726;572.0;0.08
727;572.0;0.08
728;572.0;0.08
729;708.0;0.08
730;616.0;0.08
731;572.0;0.08
732;572.0;0.08
733;660.0;0.08
734;572.0;0.08
735;572.0;0.08
736;572.0;0.08
737;616.0;0.08
738;708.0;0.08
739;572.0;0.08
740;616.0;0.08
741;616.0;0.08
742;660.0;0.08
743;708.0;0.08
744;660.0;0.08
745;660.0;0.08
746;572.0;0.08
747;616.0;0.08
748;1236.0;0.08
749;1092.0;0.08
750;264.0;0.08
751;660.0;0.08
752;572.0;0.08
753;220.0;0.08
754;572.0;0.08
755;528.0;0.08
756;616.0;0.08
757;572.0;0.08
758;528.0;0.08
759;616.0;0.08
760;660.0;0.08
761;572.0;0.08
762;616.0;0.08
763;484.0;0.08
764;572.0;0.08
765;660.0;0.08
766;708.0;0.08
767;572.0;0.08
768;440.0;0.08
769;616.0;0.08
770;616.0;0.08
771;616.0;0.08
772;616.0;0.08
773;900.0;0.08
774;660.0;0.08
775;1044.0;0.08
776;1044.0;0.08
777;660.0;0.08
778;660.0;0.08
779;852.0;0.08
780;660.0;0.08
781;528.0;0.08
782;440.0;0.08
783;660.0;0.08
784;708.0;0.08
785;804.0;0.08
786;660.0;0.08
787;1044.0;0.08
788;616.0;0.08
789;616.0;0.08
790;616.0;0.08
791;572.0;0.08
792;660.0;0.08
793;756.0;0.08
794;616.0;0.08
795;528.0;0.08
796;660.0;0.08
797;660.0;0.08
798;660.0;0.08
799;660.0;0.08
800;572.0;0.08
801;572.0;0.08
802;572.0;0.08
803;616.0;0.08
804;528.0;0.08
805;528.0;0.08
806;616.0;0.08
807;616.0;0.08
808;660.0;0.08
809;572.0;0.08
810;616.0;0.08
811;660.0;0.08
812;616.0;0.08
813;616.0;0.08
814;572.0;0.08
815;572.0;0.08
816;996.0;0.08
817;616.0;0.08
818;528.0;0.08
819;616.0;0.08
820;572.0;0.08
821;660.0;0.08
822;660.0;0.08
823;852.0;0.08
824;708.0;0.08
825;708.0;0.08
826;572.0;0.08
827;572.0;0.08
828;616.0;0.08
829;660.0;0.08
830;660.0;0.08
831;572.0;0.08
832;572.0;0.08
833;572.0;0.08
834;616.0;0.08
835;616.0;0.08
836;572.0;0.08
837;308.0;0.08
838;572.0;0.08
839;572.0;0.08
840;616.0;0.08
841;660.0;0.08
842;616.0;0.08
843;660.0;0.08
844;804.0;0.08
845;852.0;0.08
846;572.0;0.08
847;616.0;0.08
848;572.0;0.08
849;572.0;0.08
850;572.0;0.08
851;708.0;0.08
852;660.0;0.08
853;852.0;0.08
854;660.0;0.08
855;948.0;0.08
856;756.0;0.08
857;708.0;0.08
858;660.0;0.08
859;708.0;0.08
860;852.0;0.08
861;572.0;0.08
862;660.0;0.08
863;900.0;0.08
864;440.0;0.08
865;176.0;0.08
866;572.0;0.08
867;660.0;0.08
868;616.0;0.08
869;616.0;0.08
870;572.0;0.08
871;804.0;0.08
872;572.0;0.08
873;756.0;0.08
874;572.0;0.08
875;616.0;0.08
876;572.0;0.08
877;660.0;0.08
878;572.0;0.08
879;572.0;0.08
880;756.0;0.08
881;660.0;0.08
882;572.0;0.08
883;616.0;0.08
884;616.0;0.08
885;616.0;0.08
886;616.0;0.08
887;484.0;0.08
888;572.0;0.08
889;616.0;0.08
890;616.0;0.08
891;616.0;0.08
892;660.0;0.08
893;528.0;0.08
894;660.0;0.08
895;708.0;0.08
896;660.0;0.08
897;708.0;0.08
898;572.0;0.08
899;660.0;0.08
900;572.0;0.08
901;572.0;0.08
902;572.0;0.08
903;616.0;0.08
904;572.0;0.08
905;616.0;0.08
906;616.0;0.08
907;572.0;0.08
908;660.0;0.08
909;660.0;0.08
910;804.0;0.08
911;1140.0;0.08
912;616.0;0.08
913;528.0;0.08
914;660.0;0.08
915;708.0;0.08
916;616.0;0.08
917;660.0;0.08
918;528.0;0.08
919;660.0;0.08
920;528.0;0.08
921;572.0;0.08
922;572.0;0.08
923;616.0;0.08
924;572.0;0.08
925;572.0;0.08
926;616.0;0.08
927;572.0;0.08
928;660.0;0.08
929;616.0;0.08
930;660.0;0.08
931;804.0;0.08
932;660.0;0.08
933;660.0;0.08
934;572.0;0.08
935;616.0;0.08
936;756.0;0.08
937;572.0;0.08
938;572.0;0.08
939;616.0;0.08
940;572.0;0.08
941;440.0;0.08
942;616.0;0.08
943;708.0;0.08
944;756.0;0.08
945;572.0;0.08
946;660.0;0.08
947;616.0;0.08
948;900.0;0.08
949;616.0;0.08
950;572.0;0.08
951;660.0;0.08
952;616.0;0.08
953;616.0;0.08
954;616.0;0.08
955;616.0;0.08
956;616.0;0.08
957;572.0;0.08
958;1140.0;0.08
959;756.0;0.08
960;616.0;0.08
961;572.0;0.08
962;660.0;0.08
963;572.0;0.08
964;616.0;0.08
965;572.0;0.08
966;616.0;0.08
967;660.0;0.08
968;616.0;0.08
969;660.0;0.08
970;660.0;0.08
971;1044.0;0.08
972;264.0;0.08
973;660.0;0.08
974;660.0;0.08
975;660.0;0.08
976;660.0;0.08
977;1140.0;0.08
978;708.0;0.08
979;660.0;0.08
980;264.0;0.08
981;852.0;0.08
982;660.0;0.08
983;660.0;0.08
984;660.0;0.08
985;756.0;0.08
986;572.0;0.08
987;440.0;0.08
988;572.0;0.08
989;572.0;0.08
990;616.0;0.08
991;660.0;0.08
992;572.0;0.08
993;572.0;0.08
994;616.0;0.08
995;660.0;0.08
996;572.0;0.08
997;616.0;0.08
998;572.0;0.08
999;616.0;0.08
1000;572.0;0.08
1001;572.0;0.08
1002;352.0;0.08
1003;660.0;0.08
1004;616.0;0.08
1005;616.0;0.08
1006;572.0;0.08
1007;572.0;0.08
1008;616.0;0.08
1009;572.0;0.08
1010;616.0;0.08
1011;572.0;0.08
1012;572.0;0.08
1013;572.0;0.08
1014;572.0;0.08
1015;484.0;0.08
1016;616.0;0.08
1017;616.0;0.08
1018;572.0;0.08
1019;572.0;0.08
1020;616.0;0.08
1021;440.0;0.08
1022;572.0;0.08
1023;572.0;0.08
1024;616.0;0.08
1025;616.0;0.08
1026;616.0;0.08
1027;616.0;0.08
1028;572.0;0.08
1029;572.0;0.08
1030;616.0;0.08
1031;572.0;0.08
1032;616.0;0.08
1033;572.0;0.08
1034;572.0;0.08
1035;572.0;0.08
1036;572.0;0.08
1037;572.0;0.08
1038;572.0;0.08
1039;572.0;0.08
1040;616.0;0.08
1041;572.0;0.08
1042;616.0;0.08
1043;572.0;0.08
1044;660.0;0.08
1045;616.0;0.08
1046;572.0;0.08
1047;616.0;0.08
1048;572.0;0.08
1049;572.0;0.08
1050;616.0;0.08
1051;572.0;0.08
1052;572.0;0.08
1053;572.0;0.08
1054;616.0;0.08
1055;572.0;0.08
1056;660.0;0.08
1057;616.0;0.08
1058;616.0;0.08
1059;616.0;0.08
1060;572.0;0.08
1061;572.0;0.08
1062;616.0;0.08
1063;572.0;0.08
1064;616.0;0.08
1065;484.0;0.08
1066;616.0;0.08
1067;660.0;0.08
1068;1188.0;0.08
1069;572.0;0.08
1070;660.0;0.08
1071;660.0;0.08
1072;616.0;0.08
1073;616.0;0.08
1074;660.0;0.08
1075;660.0;0.08
1076;660.0;0.08
1077;660.0;0.08
1078;756.0;0.08
1079;660.0;0.08
1080;660.0;0.08
1081;1044.0;0.08
1082;660.0;0.08
1083;660.0;0.08
1084;264.0;0.08
1085;852.0;0.08
1086;804.0;0.08
1087;660.0;0.08
1088;1044.0;0.08
1089;660.0;0.08
1090;1044.0;0.08
1091;616.0;0.08
1092;484.0;0.08
1093;660.0;0.08
1094;660.0;0.08
1095;708.0;0.08
1096;616.0;0.08
1097;660.0;0.08
1098;996.0;0.08
1099;484.0;0.08
1100;660.0;0.08
1101;948.0;0.08
1102;948.0;0.08
1103;572.0;0.08
1104;572.0;0.08
1105;616.0;0.08
1106;572.0;0.08
1107;572.0;0.08
1108;660.0;0.08
1109;572.0;0.08
1110;616.0;0.08
1111;660.0;0.08
1112;440.0;0.08
1113;616.0;0.08
1114;572.0;0.08
1115;572.0;0.08
1116;572.0;0.08
1117;572.0;0.08
1118;572.0;0.08
1119;852.0;0.08
